"entity","en.hedo.happiness.delta_one_of_5__max","en.hedo.happiness.delta_one_of_5__mean","en.hedo.happiness.delta_one_of_5__mean_word_count_per_tweet","en.hedo.happiness.delta_one_of_5__median","en.hedo.happiness.delta_one_of_5__min","en.hedo.happiness.delta_one_of_5__mode","en.hedo.happiness.delta_one_of_5__num_tweets","en.hedo.happiness.delta_one_of_5__num_tweets_percentage","en.hedo.happiness.delta_one_of_5__sd","en.hedo.happiness.more_than_7__max","en.hedo.happiness.more_than_7__mean","en.hedo.happiness.more_than_7__mean_word_count_per_tweet","en.hedo.happiness.more_than_7__median","en.hedo.happiness.more_than_7__min","en.hedo.happiness.more_than_7__mode","en.hedo.happiness.more_than_7__num_tweets","en.hedo.happiness.more_than_7__num_tweets_percentage","en.hedo.happiness.more_than_7__sd","en.hedo.happiness.no_filter__max","en.hedo.happiness.no_filter__mean","en.hedo.happiness.no_filter__mean_word_count_per_tweet","en.hedo.happiness.no_filter__median","en.hedo.happiness.no_filter__min","en.hedo.happiness.no_filter__mode","en.hedo.happiness.no_filter__num_tweets","en.hedo.happiness.no_filter__num_tweets_percentage","en.hedo.happiness.no_filter__sd","es.anew.arousal.delta_one_of_5__max","es.anew.arousal.delta_one_of_5__mean","es.anew.arousal.delta_one_of_5__mean_word_count_per_tweet","es.anew.arousal.delta_one_of_5__median","es.anew.arousal.delta_one_of_5__min","es.anew.arousal.delta_one_of_5__mode","es.anew.arousal.delta_one_of_5__num_tweets","es.anew.arousal.delta_one_of_5__num_tweets_percentage","es.anew.arousal.delta_one_of_5__sd","es.anew.arousal.more_than_7__max","es.anew.arousal.more_than_7__mean","es.anew.arousal.more_than_7__mean_word_count_per_tweet","es.anew.arousal.more_than_7__median","es.anew.arousal.more_than_7__min","es.anew.arousal.more_than_7__mode","es.anew.arousal.more_than_7__num_tweets","es.anew.arousal.more_than_7__num_tweets_percentage","es.anew.arousal.more_than_7__sd","es.anew.dominance.delta_one_of_5__max","es.anew.dominance.delta_one_of_5__mean","es.anew.dominance.delta_one_of_5__mean_word_count_per_tweet","es.anew.dominance.delta_one_of_5__median","es.anew.dominance.delta_one_of_5__min","es.anew.dominance.delta_one_of_5__mode","es.anew.dominance.delta_one_of_5__num_tweets","es.anew.dominance.delta_one_of_5__num_tweets_percentage","es.anew.dominance.delta_one_of_5__sd","es.anew.dominance.more_than_7__max","es.anew.dominance.more_than_7__mean","es.anew.dominance.more_than_7__mean_word_count_per_tweet","es.anew.dominance.more_than_7__median","es.anew.dominance.more_than_7__min","es.anew.dominance.more_than_7__mode","es.anew.dominance.more_than_7__num_tweets","es.anew.dominance.more_than_7__num_tweets_percentage","es.anew.dominance.more_than_7__sd","es.anew.valence.delta_one_of_5__max","es.anew.valence.delta_one_of_5__mean","es.anew.valence.delta_one_of_5__mean_word_count_per_tweet","es.anew.valence.delta_one_of_5__median","es.anew.valence.delta_one_of_5__min","es.anew.valence.delta_one_of_5__mode","es.anew.valence.delta_one_of_5__num_tweets","es.anew.valence.delta_one_of_5__num_tweets_percentage","es.anew.valence.delta_one_of_5__sd","es.anew.valence.more_than_7__max","es.anew.valence.more_than_7__mean","es.anew.valence.more_than_7__mean_word_count_per_tweet","es.anew.valence.more_than_7__median","es.anew.valence.more_than_7__min","es.anew.valence.more_than_7__mode","es.anew.valence.more_than_7__num_tweets","es.anew.valence.more_than_7__num_tweets_percentage","es.anew.valence.more_than_7__sd"
"Nebraska,York County",8.37,7.48,NA,7.79,6.41,8.02,NA,NA,0.86,8.37,8.02,NA,7.95,7.79,8.02,NA,NA,0.28,8.37,7.48,NA,7.79,6.41,8.02,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nevada,Carson City",8.43,6.52,NA,6.41,1.48,6.46,NA,NA,1.23,8.43,7.47,NA,7.33,7.17,7.44,NA,NA,0.43,8.43,6.34,NA,6.41,1.48,6.46,NA,NA,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nevada,Clark County",8.54,6.25,NA,6.41,1.11,6.46,NA,NA,1.63,8.54,7.63,NA,7.47,7.01,7.44,NA,NA,0.43,8.54,6.14,NA,6.41,1.11,6.46,NA,NA,1.57,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.62,10.62,NA,10.62,10.62,10.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nevada,Elko County",7.6,6.22,NA,6.41,1.49,6.46,NA,NA,1.13,7.6,7.31,NA,7.17,7.17,7.24,NA,NA,0.25,7.17,6.1,NA,6.41,1.49,6.46,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nevada,Washoe County",8.5,6.34,NA,6.41,1.49,6.46,NA,NA,1.33,8.5,7.57,NA,7.36,7.07,7.24,NA,NA,0.43,8.5,6.2,NA,6.41,1.49,6.46,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nevada,White Pine County",7.72,5.81,NA,6.41,1.49,6.46,NA,NA,1.91,7.72,7.39,NA,7.39,7.07,7.05,NA,NA,0.46,7.72,5.81,NA,6.41,1.49,6.46,NA,NA,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire,Carroll County",8.07,6.18,NA,6.41,1.48,6.46,NA,NA,1.38,8.5,7.34,NA,7.33,7.01,7.24,NA,NA,0.25,8.07,6.11,NA,6.41,1.48,6.46,NA,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire,Cheshire County",7.48,6.37,NA,6.41,1.49,6.46,NA,NA,1.48,7.48,7.31,NA,7.33,7.07,7.44,NA,NA,0.15,7.48,6.28,NA,6.41,1.49,6.46,NA,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire,Grafton County",7.07,5.35,NA,6.41,1.49,6.65,NA,NA,2.25,7.07,7.07,NA,7.07,7.07,7.07,NA,NA,NA,7.07,5.34,NA,6.41,1.49,6.65,NA,NA,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire,Hillsborough County",8.41,6.25,NA,6.41,1.34,6.46,NA,NA,1.35,8.41,7.38,NA,7.36,7.03,7.44,NA,NA,0.25,8.41,6.16,NA,6.41,1.34,6.46,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire,Merrimack County",8.07,6.41,NA,6.41,1.49,6.46,NA,NA,1.16,8.07,7.41,NA,7.36,7.07,7.24,NA,NA,0.3,8.07,6.3,NA,6.41,1.49,6.46,NA,NA,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire,Rockingham County",8.07,6.26,NA,6.41,1.48,6.46,NA,NA,1.35,8.07,7.34,NA,7.36,7.07,7.44,NA,NA,0.17,8.07,6.14,NA,6.41,1.48,6.46,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire,Strafford County",7.36,6.66,NA,6.41,6.29,6.46,NA,NA,0.42,7.36,7.35,NA,7.35,7.33,7.44,NA,NA,0.02,7.36,6.56,NA,6.41,5,6.46,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire,Sullivan County",7.36,6.22,NA,6.41,1.49,6.46,NA,NA,1.45,7.36,7.35,NA,7.35,7.33,7.44,NA,NA,0.02,7.36,6.06,NA,6.41,1.49,6.46,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Atlantic County",8.07,6.23,NA,6.41,1.48,6.46,NA,NA,1.4,8.07,7.36,NA,7.36,7.07,7.44,NA,NA,0.18,8.07,6.14,NA,6.41,1.48,6.46,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Bergen County",8.54,6.43,NA,6.41,1.23,6.46,NA,NA,1.3,8.54,7.47,NA,7.36,7.03,7.24,NA,NA,0.37,8.54,6.32,NA,6.41,1.23,6.46,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Burlington County",7.93,6.37,NA,6.41,1.48,6.46,NA,NA,1.13,7.93,7.35,NA,7.33,7.07,7.44,NA,NA,0.19,7.93,6.32,NA,6.41,1.48,6.46,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Camden County",8.5,6.28,NA,6.41,1.23,6.46,NA,NA,1.27,8.5,7.41,NA,7.36,7.07,7.44,NA,NA,0.23,8.5,6.14,NA,6.41,1.23,6.46,NA,NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Cape May County",8.5,6.34,NA,6.57,1.23,6.46,NA,NA,1.87,8.5,7.84,NA,7.99,7.03,8.02,NA,NA,0.51,8.5,6.22,NA,6.53,1.23,6.46,NA,NA,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Cumberland County",8.01,6.03,NA,6.41,1.48,6.46,NA,NA,1.45,8.01,7.44,NA,7.36,7.07,7.44,NA,NA,0.23,8.01,5.99,NA,6.41,1.48,6.46,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Essex County",8.5,6.32,NA,6.41,1.48,6.46,NA,NA,1.3,8.5,7.53,NA,7.36,7.03,7.44,NA,NA,0.38,8.5,6.22,NA,6.41,1.48,6.46,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Gloucester County",7.72,6.56,NA,6.41,1.49,6.46,NA,NA,0.9,7.72,7.38,NA,7.36,7.07,7.44,NA,NA,0.19,7.72,6.5,NA,6.41,1.49,6.46,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Hudson County",8.5,6.33,NA,6.41,1.42,6.46,NA,NA,1.41,8.5,7.61,NA,7.36,7.01,7.24,NA,NA,0.43,8.5,6.23,NA,6.41,1.42,6.46,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Hunterdon County",6.41,4.91,NA,4.91,3.41,6.46,NA,NA,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,4.91,NA,4.91,3.41,6.46,NA,NA,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Mercer County",8.5,6.41,NA,6.41,1.48,6.46,NA,NA,1.31,8.5,7.57,NA,7.36,7.03,7.44,NA,NA,0.43,8.5,6.3,NA,6.41,1.48,6.46,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Middlesex County",8.5,6.35,NA,6.41,1.23,6.46,NA,NA,1.65,8.5,7.76,NA,7.75,7.01,7.24,NA,NA,0.47,8.5,6.23,NA,6.41,1.23,6.46,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Monmouth County",8.5,6.31,NA,6.41,1.23,6.46,NA,NA,1.39,8.5,7.47,NA,7.36,7.03,7.24,NA,NA,0.36,8.5,6.18,NA,6.41,1.23,6.46,NA,NA,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Morris County",8.19,6.03,NA,6.41,1.49,6.46,NA,NA,1.6,8.19,7.45,NA,7.36,7.07,7.44,NA,NA,0.27,8.19,5.97,NA,6.41,1.49,6.46,NA,NA,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Ocean County",8.54,6.39,NA,6.41,1.48,6.46,NA,NA,1.45,8.54,7.48,NA,7.36,7.01,7.24,NA,NA,0.39,8.54,6.25,NA,6.41,1.48,6.46,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Passaic County",8.54,6.49,NA,6.41,1.48,6.46,NA,NA,1.2,8.54,7.56,NA,7.36,7.07,7.24,NA,NA,0.42,8.54,6.37,NA,6.41,1.48,6.46,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Salem County",8.43,7.08,NA,6.41,6.41,6.46,NA,NA,1.17,8.43,8.43,NA,8.43,8.43,8.43,NA,NA,NA,8.43,7.08,NA,6.41,6.41,6.46,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Somerset County",8.5,6.47,NA,6.41,1.48,6.46,NA,NA,1.31,8.5,7.67,NA,7.36,7.03,7.44,NA,NA,0.5,8.5,6.45,NA,6.41,1.48,6.46,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Sussex County",7.72,6.19,NA,6.41,1.49,6.46,NA,NA,1.4,7.72,7.37,NA,7.36,7.03,7.44,NA,NA,0.11,7.72,6.08,NA,6.41,1.49,6.46,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Union County",8.5,6.45,NA,6.41,1.48,6.46,NA,NA,1.12,8.5,7.55,NA,7.36,7.03,7.24,NA,NA,0.39,8.5,6.37,NA,6.41,1.48,6.46,NA,NA,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Jersey,Warren County",8.5,6.15,NA,6.41,1.68,6.46,NA,NA,1.59,8.5,7.63,NA,7.36,7.03,7.24,NA,NA,0.77,8.5,6.15,NA,6.41,1.68,6.46,NA,NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Bernalillo County",8.5,6.3,NA,6.41,1.34,6.46,NA,NA,1.54,8.54,7.66,NA,7.48,7.03,7.24,NA,NA,0.44,8.5,6.19,NA,6.41,1.34,6.46,NA,NA,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Chaves County",8.13,6.66,NA,6.41,6.29,6.46,NA,NA,0.51,8.13,7.6,NA,7.7,7.07,7.63,NA,NA,0.4,8.13,6.48,NA,6.41,4.98,6.46,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Cibola County",8.5,6.41,NA,6.53,1.49,6.46,NA,NA,1.75,8.5,7.81,NA,8.01,7.01,8.02,NA,NA,0.51,8.5,6.32,NA,6.53,1.49,6.46,NA,NA,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Curry County",7.36,6.64,NA,6.41,6.41,6.46,NA,NA,0.41,7.36,7.35,NA,7.36,7.33,7.44,NA,NA,0.02,7.36,6.64,NA,6.41,6.41,6.46,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Dona Ana County",8.07,6.5,NA,6.41,1.48,6.46,NA,NA,1.08,8.37,7.41,NA,7.33,7.07,7.24,NA,NA,0.34,8.07,6.37,NA,6.41,1.48,6.46,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Eddy County",7.19,6.52,NA,6.41,6.29,6.46,NA,NA,0.33,7.19,7.19,NA,7.19,7.19,7.19,NA,NA,NA,7.19,6.3,NA,6.41,5,6.46,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Lea County",7.36,6.37,NA,6.41,2.63,6.46,NA,NA,1.09,7.36,7.3,NA,7.36,7.07,7.44,NA,NA,0.11,7.36,6.32,NA,6.41,2.63,6.46,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Quay County",8.54,6.07,NA,6.53,1.17,6.46,NA,NA,2.04,8.54,7.75,NA,7.78,7.01,8.02,NA,NA,0.47,8.54,5.93,NA,6.41,1.17,6.46,NA,NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Rio Arriba County",8.5,5.96,NA,6.89,1.23,7.44,NA,NA,2.23,8.5,7.84,NA,7.91,7.03,8.02,NA,NA,0.4,8.5,5.78,NA,6.26,1.23,7.63,NA,NA,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
