"entity","en.hedo.happiness.delta_one_of_5__max","en.hedo.happiness.delta_one_of_5__mean","en.hedo.happiness.delta_one_of_5__mean_word_count_per_tweet","en.hedo.happiness.delta_one_of_5__median","en.hedo.happiness.delta_one_of_5__min","en.hedo.happiness.delta_one_of_5__mode","en.hedo.happiness.delta_one_of_5__num_tweets","en.hedo.happiness.delta_one_of_5__num_tweets_percentage","en.hedo.happiness.delta_one_of_5__sd","en.hedo.happiness.more_than_7__max","en.hedo.happiness.more_than_7__mean","en.hedo.happiness.more_than_7__mean_word_count_per_tweet","en.hedo.happiness.more_than_7__median","en.hedo.happiness.more_than_7__min","en.hedo.happiness.more_than_7__mode","en.hedo.happiness.more_than_7__num_tweets","en.hedo.happiness.more_than_7__num_tweets_percentage","en.hedo.happiness.more_than_7__sd","en.hedo.happiness.no_filter__max","en.hedo.happiness.no_filter__mean","en.hedo.happiness.no_filter__mean_word_count_per_tweet","en.hedo.happiness.no_filter__median","en.hedo.happiness.no_filter__min","en.hedo.happiness.no_filter__mode","en.hedo.happiness.no_filter__num_tweets","en.hedo.happiness.no_filter__num_tweets_percentage","en.hedo.happiness.no_filter__sd","es.anew.arousal.delta_one_of_5__max","es.anew.arousal.delta_one_of_5__mean","es.anew.arousal.delta_one_of_5__mean_word_count_per_tweet","es.anew.arousal.delta_one_of_5__median","es.anew.arousal.delta_one_of_5__min","es.anew.arousal.delta_one_of_5__mode","es.anew.arousal.delta_one_of_5__num_tweets","es.anew.arousal.delta_one_of_5__num_tweets_percentage","es.anew.arousal.delta_one_of_5__sd","es.anew.arousal.more_than_7__max","es.anew.arousal.more_than_7__mean","es.anew.arousal.more_than_7__mean_word_count_per_tweet","es.anew.arousal.more_than_7__median","es.anew.arousal.more_than_7__min","es.anew.arousal.more_than_7__mode","es.anew.arousal.more_than_7__num_tweets","es.anew.arousal.more_than_7__num_tweets_percentage","es.anew.arousal.more_than_7__sd","es.anew.dominance.delta_one_of_5__max","es.anew.dominance.delta_one_of_5__mean","es.anew.dominance.delta_one_of_5__mean_word_count_per_tweet","es.anew.dominance.delta_one_of_5__median","es.anew.dominance.delta_one_of_5__min","es.anew.dominance.delta_one_of_5__mode","es.anew.dominance.delta_one_of_5__num_tweets","es.anew.dominance.delta_one_of_5__num_tweets_percentage","es.anew.dominance.delta_one_of_5__sd","es.anew.dominance.more_than_7__max","es.anew.dominance.more_than_7__mean","es.anew.dominance.more_than_7__mean_word_count_per_tweet","es.anew.dominance.more_than_7__median","es.anew.dominance.more_than_7__min","es.anew.dominance.more_than_7__mode","es.anew.dominance.more_than_7__num_tweets","es.anew.dominance.more_than_7__num_tweets_percentage","es.anew.dominance.more_than_7__sd","es.anew.valence.delta_one_of_5__max","es.anew.valence.delta_one_of_5__mean","es.anew.valence.delta_one_of_5__mean_word_count_per_tweet","es.anew.valence.delta_one_of_5__median","es.anew.valence.delta_one_of_5__min","es.anew.valence.delta_one_of_5__mode","es.anew.valence.delta_one_of_5__num_tweets","es.anew.valence.delta_one_of_5__num_tweets_percentage","es.anew.valence.delta_one_of_5__sd","es.anew.valence.more_than_7__max","es.anew.valence.more_than_7__mean","es.anew.valence.more_than_7__mean_word_count_per_tweet","es.anew.valence.more_than_7__median","es.anew.valence.more_than_7__min","es.anew.valence.more_than_7__mode","es.anew.valence.more_than_7__num_tweets","es.anew.valence.more_than_7__num_tweets_percentage","es.anew.valence.more_than_7__sd"
"Virginia,Stafford County",7.93,6.45,NA,6.41,1.68,6.46,NA,NA,1.12,7.93,7.53,NA,7.42,7.33,7.44,NA,NA,0.24,7.93,6.23,NA,6.41,1.68,6.46,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia,Staunton City",7.72,6.92,NA,6.79,6.41,6.46,NA,NA,0.53,7.72,7.42,NA,7.41,7.17,7.44,NA,NA,0.16,7.72,6.92,NA,6.79,6.41,6.46,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia,Suffolk City",8.07,6.4,NA,6.41,1.49,6.46,NA,NA,1.12,8.07,7.39,NA,7.36,7.03,7.44,NA,NA,0.21,8.07,6.24,NA,6.41,1.49,6.46,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia,Sussex County",8.07,6.43,NA,6.41,1.49,6.46,NA,NA,1.29,8.07,7.37,NA,7.33,7.07,7.24,NA,NA,0.28,8.07,6.31,NA,6.41,1.49,6.46,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia,Virginia Beach City",8.5,6.37,NA,6.41,1.48,6.46,NA,NA,1.28,8.5,7.48,NA,7.36,7.03,7.44,NA,NA,0.27,8.5,6.28,NA,6.41,1.48,6.46,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia,Washington County",7.72,6.27,NA,6.41,1.48,6.46,NA,NA,1.32,7.72,7.38,NA,7.33,7.07,7.24,NA,NA,0.21,7.72,6.24,NA,6.41,1.48,6.46,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia,Waynesboro City",7.36,6.5,NA,6.41,6.29,6.46,NA,NA,0.29,7.36,7.36,NA,7.36,7.36,7.44,NA,NA,0,7.36,6.5,NA,6.41,6.29,6.46,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia,Williamsburg City",8.37,6.66,NA,6.41,1.23,6.46,NA,NA,1.05,8.37,7.42,NA,7.33,7.03,7.24,NA,NA,0.35,8.37,6.57,NA,6.41,1.23,6.46,NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia,Winchester City",8.07,6.15,NA,6.41,1.49,6.46,NA,NA,1.56,8.07,7.48,NA,7.36,7.07,7.44,NA,NA,0.27,8.07,6.07,NA,6.41,1.49,6.46,NA,NA,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia,York County",7.93,6.3,NA,6.41,1.49,6.46,NA,NA,1.55,7.93,7.41,NA,7.33,7.07,7.24,NA,NA,0.27,7.93,6.25,NA,6.41,1.49,6.46,NA,NA,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Benton County",8.01,6.42,NA,6.41,1.23,6.46,NA,NA,1.22,8.01,7.49,NA,7.36,7.07,7.24,NA,NA,0.25,8.01,6.38,NA,6.41,1.23,6.46,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Chelan County",7.36,6.73,NA,6.41,6.41,6.46,NA,NA,0.44,7.36,7.25,NA,7.33,7.07,7.44,NA,NA,0.16,7.36,6.38,NA,6.41,5,6.46,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Clallam County",8.54,6.24,NA,6.53,1.17,6.46,NA,NA,1.9,8.54,7.85,NA,7.96,7.01,8.02,NA,NA,0.47,8.54,6.11,NA,6.41,1.17,6.46,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.03,21.03,NA,21.03,21.03,21.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA
"Washington,Clark County",8.5,6.47,NA,6.53,1.23,6.46,NA,NA,1.56,8.5,7.69,NA,7.72,7.01,7.24,NA,NA,0.43,8.5,6.33,NA,6.41,1.23,6.46,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Cowlitz County",8.5,6.06,NA,6.41,1.68,6.46,NA,NA,1.97,8.5,7.64,NA,7.43,7.33,7.44,NA,NA,0.46,8.5,6,NA,6.41,1.68,6.46,NA,NA,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Franklin County",8.07,6.06,NA,6.41,1.48,6.46,NA,NA,1.79,8.07,7.57,NA,7.33,7.07,7.24,NA,NA,0.37,7.91,5.92,NA,6.41,1.48,6.46,NA,NA,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Grays Harbor County",8.5,6.22,NA,6.9,1.49,7.24,NA,NA,2.01,8.54,7.77,NA,7.91,7.01,8.02,NA,NA,0.48,8.5,6.1,NA,6.6,1.49,7.05,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Island County",7.59,6.29,NA,6.41,2.07,6.46,NA,NA,1.23,8.5,7.53,NA,7.33,7.07,7.24,NA,NA,0.58,7.59,6.15,NA,6.41,2.07,6.46,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,King County",8.5,5.99,NA,6.41,1.23,6.46,NA,NA,1.67,8.5,7.53,NA,7.36,7.01,7.24,NA,NA,0.36,8.5,5.9,NA,6.41,1.23,6.46,NA,NA,1.62,6.51,6.51,NA,6.51,6.51,6.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66,7.66,NA,7.66,7.66,7.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Kitsap County",7.48,6.51,NA,6.41,1.68,6.46,NA,NA,1.11,7.48,7.33,NA,7.33,7.17,7.44,NA,NA,0.06,7.48,6.46,NA,6.41,1.68,6.46,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Kittitas County",7.48,6.53,NA,6.41,6.41,6.46,NA,NA,0.32,7.48,7.28,NA,7.28,7.07,7.44,NA,NA,0.29,7.48,6.53,NA,6.41,6.41,6.46,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Pierce County",8.41,6.45,NA,6.41,1.49,6.46,NA,NA,1.06,8.41,7.41,NA,7.36,7.03,7.44,NA,NA,0.24,8.41,6.36,NA,6.41,1.49,6.46,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Skagit County",7.72,6.44,NA,6.41,4.52,6.46,NA,NA,0.71,7.72,7.36,NA,7.33,7.03,7.24,NA,NA,0.35,7.72,6.28,NA,6.41,4.27,6.46,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Snohomish County",8.34,6.38,NA,6.41,1.49,6.46,NA,NA,1.1,8.34,7.4,NA,7.33,7.03,7.24,NA,NA,0.32,8.34,6.33,NA,6.41,1.49,6.46,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Spokane County",7.72,6.3,NA,6.41,1.49,6.46,NA,NA,1.23,7.72,7.4,NA,7.36,7.03,7.44,NA,NA,0.21,7.72,6.2,NA,6.41,1.49,6.46,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Stevens County",7.93,6.8,NA,6.41,6.39,6.46,NA,NA,0.59,7.93,7.58,NA,7.72,7.07,7.63,NA,NA,0.32,7.93,6.66,NA,6.41,4.17,6.46,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Thurston County",8.41,6.24,NA,6.41,1.49,6.46,NA,NA,1.34,8.41,7.48,NA,7.36,7.07,7.24,NA,NA,0.33,8.41,6.12,NA,6.41,1.49,6.46,NA,NA,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Walla Walla County",7.33,6.3,NA,6.41,2.76,6.46,NA,NA,1.17,7.33,7.33,NA,7.33,7.33,7.24,NA,NA,0,7.33,6.3,NA,6.41,2.76,6.46,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Whatcom County",8.37,6.47,NA,6.41,1.92,6.46,NA,NA,1.18,8.37,7.53,NA,7.36,7.07,7.44,NA,NA,0.4,8.37,6.38,NA,6.41,1.92,6.46,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington,Whitman County",7.72,6.41,NA,6.41,1.77,6.46,NA,NA,0.95,7.72,7.39,NA,7.35,7.17,7.24,NA,NA,0.23,7.72,6.41,NA,6.41,1.77,6.46,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
